X,Y
9.537370342679571,5.335357287476174
10.937417619180588,6.732527767571453
15.956830828663287,8.479748346023639
7.373880196616305,4.999503181008858
18.31217909325637,10.298921960863755
15.711253023794082,9.285962887948745
11.805904229716493,7.281347720498026
19.280828197660696,10.176196907569235
3.281086531413651,1.8288137044054826
7.106108491714512,4.363149743138263
10.210651871657793,5.849849304475417
17.15092317186418,10.82881099527994
14.73726044489797,6.431947062838928
16.57964942992628,8.323016246843007
18.476973857636096,10.482323046513079
15.473786880809664,7.223761691197188
6.799335110451922,4.470256417545605
2.183807470918115,0.5926921543808061
19.447020389373172,10.44998535383804
3.736394179078582,3.114769678627713
10.603843693738682,6.061759122271932
7.698165063777761,4.080219937917221
9.466829696684899,5.960696474765613
10.774023560517813,6.627553690660503
8.22745138296023,4.150287269403493
3.614187988427193,1.9698831642361763
10.270492145908163,6.680232030564177
14.90211836181847,8.737056177907828
7.91066780426115,3.4682691162462316
14.100155294176094,8.49741406124279
8.521131407278542,5.528456728615701
17.582539829262164,9.94247736824122
12.998222935733795,8.184329549509146
8.397468999178747,3.5731166838472888
11.549159683228705,6.690960576324586
17.176098085726693,9.046563515806
13.046034696550883,7.500022178527476
17.98290757302908,10.300722319182082
16.377079622802682,9.226698060227717
7.6771227970278275,4.645861109696197
14.75968740473089,9.082325388307968
4.476612289187739,3.1513988121186
12.396222369875796,6.757442145172231
13.029791532458823,7.921736147113665
15.304027158897554,8.604081653547425
19.936138033905728,10.157233674787898
12.210461896264292,7.2076096071897435
16.318836618152353,9.025348966554454
13.591012522444993,7.9719711823400985
16.18080549052757,9.640336583442913
6.524891564925698,4.7006106338830485
2.281102833208411,2.963894500642851
8.88194447968759,4.851171820643803
9.28023760369005,5.68774615295696
5.877862345859572,4.775450513878765
11.883820252949935,6.899286509643588
11.087273282084972,7.102583247181286
11.325285919602877,7.14440199271142
4.205598929990511,3.6830391217015293
17.669972805399677,9.742578728077044
15.02295437368293,8.78026266935135
8.550050272700652,5.599785984690728
18.81993046450327,10.187098680476069
7.462534997055297,3.5843140536537295
18.113076979471934,10.094972531571983
4.283991469531338,1.7640909801403772
4.3025820274598345,2.898076994310323
16.68435639239818,9.834920550121902
5.657045464722138,2.4144699798103946
11.941461246425563,7.86344950422194
15.711667849881485,8.723518324090206
10.309927729596144,6.504584625322801
5.13595890568267,4.291516485762093
6.649497265994438,3.96527834863156
6.705196382089676,3.6499755259563678
16.316063919488176,8.535078704037069
19.022636191362352,9.560430459049819
12.65120539943459,7.4943695439543925
9.442651894689327,6.064409174684864
2.0845861150370153,2.1710402743792176
19.476142152864956,10.015807573306276
3.5039997302522967,4.245401300181625
17.494071144766735,9.245331598461414
7.280126969775606,4.802691731025694
8.687735296052761,6.711496885462299
16.04063354518699,7.211348489979886
17.60381190831223,9.479350841267221
19.76880166368634,11.223869791510062
7.081604534938082,6.028220791069657
3.582775615155736,1.3155926458368263
5.748346097036244,3.9293788372590774
6.537259823383517,4.139949259343873
15.384565710978821,8.104542116390633
11.46830148216663,7.789757875169187
8.848346032082421,5.334993550880893
13.134783204418442,7.2098788119538835
10.714442463266577,6.418766465635137
5.787964575654451,3.7508263437165206
16.69435981078462,9.347211110960535
8.27105749779155,4.303775383237083
0.46913387428898545,-1.8953641183331058
-4.397855694287669,-10.640513833693898
-6.2373133084923715,-12.912738311462483
1.3137707455448453,-0.07038453371554931
-1.893886227875175,-5.532410464811225
-3.073456397797975,-6.263476201019298
1.2939248825229228,0.8567513792787949
-7.035611797830509,-16.043079996569567
-3.2838007111526117,-8.113113070202688
-4.783379310840905,-11.742242253391662
-9.207973472058073,-18.948922062565888
-1.478674999712755,-5.168922863126737
-1.5354190953860751,-4.142040375065836
-5.793775105067956,-13.517168499025527
-3.7517171347572864,-8.671912231708212
0.5697242768759772,-0.9834736573650451
-5.113361970902192,-12.2569980298627
-5.450395115902274,-12.736948579962933
-0.37923532638171054,-3.4942975426596568
-9.712177643737508,-21.420576695697513
-8.253706275385017,-18.61654050791848
1.1197197523848423,-0.5041112340646012
-6.217431499375417,-14.641058764193595
-9.137903756205759,-19.29686565004167
-4.220394538326297,-9.677572680759528
-6.789893673430521,-16.19847415908526
-6.526465566822452,-14.54641131226446
1.638378903755326,1.0085040793239375
-1.372136188294954,-4.478896034306944
-4.736026731569533,-12.457324332488303
-0.8382047088184805,-2.641149345505238
-0.5846666200481234,-4.71097494395576
-7.724028911722181,-17.98089250979993
-3.1496648978668613,-8.843874947364776
0.6672971912461989,0.24923809074176917
-9.55286384884219,-20.606171302322128
-4.060666933180574,-10.435367320109355
1.9218499393913575,3.4766462048072917
-3.341881620984461,-7.916088364474521
1.097402740895408,0.08718398624231007
-9.207583032936107,-20.007423396444448
-3.3733818895589014,-7.1434509292379404
-5.1814167474764385,-11.822133908341835
-4.4194018771315875,-12.258659038848258
-9.657353694727039,-21.788280912377022
-7.072133285111347,-14.821926219230093
-5.743113270790578,-13.53113435964981
0.04764143041250435,-2.7949067524498012
-1.3193890091948433,-4.134065430272495
