MHCI,MHCII,NK_cells,T_cells,B_cells,M1_signatures,Antitumor_cytokines,Checkpoint_inhibition,Treg,MDSC,Macrophages,Protumor_cytokines,CAF,Matrix,Angiogenesis,Endothelium,Proliferation_rate,EMT_signature,Main6_TLS_Alt,Follicular_dendritic_cells,Follicular_B_helper_T_cells,Main2_Granulocytes,Main3_lymphatic_endothelium,Main3_fibroblastic_reticular_cells,TLS_LUAD,Main6_Exhausted_CD8_T_cells_LUAD,HEV_signature_long,Neutrophil_signature,Matrix_remodeling,Energy,Main4_CD4_T_cells,Main4_M2_signature,Th17_signature,Hypoxia_factors,Neuronal,cytotoxicity,Glycolysis,Exclusion,Main6_cDC1,Main6_cDC2,Main6_pDC,Main6_MoDC,Gene_VEGFA,Gene_IFNG,Gene_TGFB,Gene_IDO1,TGFb_response,IFNg_response
-0.299339093126916,-4.652750932,-1.058477248,-1.15429457,-1.371109503,-0.248524441547696,-1.303013837,-1.611118331,0.643594368809136,-1.361875965,-1.472741767,0.563488522103531,0.5321576714789,0.971108964020352,0.242053762688716,-0.240239869263738,-0.00951532648688149,0.0538382526148456,-1.455720965,-1.206118333,-0.48604057794364,-0.670443786483658,-0.0543353604003566,-0.296566198517046,-1.717910302,-1.295732761,-0.554087477360587,-0.529224088852154,0.0643106452702277,0.877798558230813,-1.552452315,-1.463465439,0.807340096379115,-0.517423655566361,-0.306698281902485,-1.022534549,0.122325585252838,-0.449274840056465,-1.505990597,-1.3671583,-1.033570399,-1.451546928,0.612515194282203,-1.186901451,0.133433436709478,-1.443559946,0.570714942103542,-0.191253711294671
-0.107290241080279,0.510548172495955,0.903695920255846,1.224893285,2.1276615,1.981758897,1.810596459,1.5600874,1.580218433,1.373001437,1.00776201,1.944423661,0.71030246618889,0.818885212854473,1.135503048,0.836374894377998,-0.175144538663758,2.018025305,1.334786888,1.732833194,2.010366262,1.420585782,1.205766844,1.304262427,1.283795341,1.422115402,0.632913435808632,0.262458033603414,1.010041755,-0.968979518331041,1.215059676,0.96853217060657,0.504658179151763,0.2907263191363,-0.0888759627289462,0.93413940849496,-0.594218516025366,2.136225886,1.113401541,1.815402723,1.430660592,1.471375299,-0.15183766198901,0.780870875123787,0.330329117707612,0.379012152361974,0.181221478743812,0.668416499779827
0.733700977217179,1.117580917,-0.379657818281004,0.651655412272646,0.737527150365934,-0.0189173049729134,-0.0399928554732709,0.672635893843044,1.146865378,0.219512755380738,0.103686652939048,0.0562190092339478,0.345122922296166,0.685185994865507,-0.155516160914389,0.481440547013801,-0.77913394205155,-0.448803226503004,1.091055149,0.548783539183561,0.740499320565939,0.786612253623419,0.330551326185139,-0.107081513347864,0.290271682642516,0.584981950634972,0.703769634692582,0.527097965700865,-0.243829805340087,-0.351339297604575,0.901794753553326,-0.00646890918202836,0.198928710185276,-0.593118976133362,-0.406675594929897,-0.236280429964366,-0.646594377124473,0.72436966904776,0.726143502657217,1.522833223,0.307350079368711,0.993032371658773,0.379077700339911,-0.367599698703066,0.426336102657115,0.258657959474717,0.487659706720463,0.0470815879709368
1.544973248,1.408675622,1.809139037,2.023202879,2.533179261,1.909127973,1.701372399,2.343188982,2.325016212,0.7378427746305,1.201875679,0.72385077923696,1.179206546,0.361239654445617,0.143517749352643,1.591219725,-0.872566454472337,1.148576151,1.724029204,2.130946444,2.237619021,0.254793850355209,1.297389077,0.369550082436282,1.442066054,2.106809813,1.090945746,-0.173854540010847,0.434775221905903,0.834914306949397,2.20425977,0.983790213209775,0.97615365796795,0.440984370340398,-0.720607010894809,1.624560855,-0.196914826086189,1.649909793,1.969991416,1.658893556,2.430433436,1.478149568,-2.559549159,1.689844676,1.131743356,1.299733234,0.433922997030953,1.471146963
-1.77177017,0.435072989053746,-1.051613035,-0.0810169061538213,0.188134630101148,-1.872493179,-1.20425342,-1.051099815,-1.4615773,-1.883892558,-1.346127376,-0.52044189231778,0.022903132757962,-0.338826494590046,-0.708325269492396,0.147385094962359,-1.869009005,-0.212120685413034,-0.344520980801913,-0.523957822873672,-0.565079713357732,-0.0773931622643515,0.599231362901976,0.0782911964072112,-1.130131225,-0.903783609274136,0.225605409971574,-0.742422077957901,-1.111011245,1.465755023,0.212386531539179,-1.166795475,-0.519648473259464,-0.221089691451889,-0.92099826482718,-1.017067342,-1.096386015,-0.674489750196081,-0.320898637162093,-0.0756875596326489,-0.345369540627272,-0.577882245442213,-1.892289774,-0.505171101096487,0.623231783655245,-1.369460424,0.311121885217407,-0.810078585356024
-0.607101053295893,-0.26496990427034,-0.214099571861003,-0.483065391521598,-0.175020056902514,-0.623796218232361,0.112347637881683,-0.617377436533201,-0.540700295342508,-1.117059784,-0.334070036204265,-0.743707662807568,-1.747786257,-1.336879531,-0.644981515962805,-1.171964048,-1.421465659,-0.367777156918192,-0.504994696310662,-1.051219327,-0.12805853402634,0.404358290215456,-0.552183790259491,-1.09604984,0.0347785563292063,-0.0756209381038069,-0.157094641343271,-0.0315991150722761,-0.882073421466475,0.300413520105338,-0.365628516255393,-0.0887052223859947,-0.0987688741640047,-1.198526013,-1.437551567,-0.500725501964267,-3.021413156,-0.573337305791079,-0.8747576719188,-0.489836343784741,-0.671542533800978,-0.317954936429248,-0.432788982131942,0.75803513626496,-2.682500249,-0.787480015411461,-2.035813039,-0.735399390894462
-0.542435958567859,-2.253340643,0.951314883879907,-0.121344561349917,0.533841309641703,-1.151436905,-0.624586558064906,0.148970018843084,0.216502473631073,0.446500426848193,-1.115284122,1.178931104,-1.621533297,-2.790770389,-0.524803763561166,-0.840990957145756,0.419340252636091,0.640207733171947,-1.225471685,-2.146680443,-0.153054796023071,-0.93808717006326,-0.872418549352977,-1.699365458,-0.381929839361885,0.0150556669835699,-1.457079402,-0.434146913715181,-0.430255015309671,1.332096601,-0.441631265505021,-1.551737963,0.0526494260649883,0.287395079667139,0.497319498841735,0.747006055266476,0.341785556548546,-0.400747229517185,-0.860876615972474,-1.1020962,0.868041797718885,-1.110187467,1.014316898,0.805377521703992,-0.893353131140292,0.982393975976483,-1.616735162,-1.521511089
1.95247713,0.314515140166391,0.828713746230605,0.220850704336765,-0.271111547354165,-0.00579103155460838,0.283359377456157,0.976966129172354,0.646575420117327,-0.568952806758224,-0.692979352211254,-0.579652770662942,-0.771748026052005,-0.754553974861403,-1.076757101,-0.208692798436511,0.380698492819752,-0.629346694237732,-0.0172801354277958,-0.286461287628403,-0.38459744151287,-0.867339334268716,-0.52471447945119,-1.132607207,0.254488542337803,0.930131040667801,-0.355474542827119,0.489043896775278,-0.769745133037125,-1.016712287,-0.263980725061667,-0.830874913719055,1.501372206,-0.507705169963167,0.835854511195724,0.836964701893714,-0.283976777778154,-0.386435054942035,-0.598403251369936,-0.840069732680629,0.383915407550346,-0.928784828207376,1.218832933,1.26097836,0.233508514241587,0.415601667981619,-0.214159458047194,0.742984267028868
-0.822157352729633,-0.391791263614643,-0.788716842202051,-0.375490073522298,-0.0153272673579106,-0.871651598692591,-2.271361723,-0.631799816841716,-0.173361205927492,-0.467306369725404,-0.77245493787381,1.395435696,0.603831475264026,0.656797252388327,0.912150735132018,0.62371569547356,-1.051207535,0.0381431999903977,0.223680199981803,0.171910247195745,-0.0496439237501517,1.03372864,0.572469812046018,0.622371503430461,-1.052993959,-0.475818926967913,0.775535745326619,0.684240200996693,-0.523716234671982,0.870610873674694,-0.214945527537692,-0.524270901620323,-0.69021821798229,-0.459205537767861,-0.0930412912743716,-0.847808811892295,-0.948083500988489,-0.0446704591253081,-0.141836611175008,0.295985728418726,-0.500324713630201,-0.158926925732064,0.100192198727442,-1.343409808,0.724934098220399,-0.883671320625368,1.032939785,-1.326013105
-1.218944487,-2.587159861,-1.07215163,-1.024211213,0.00987603198320184,-0.884382066095416,-1.541291365,-0.793152327057814,0.281688597162349,0.598884258984106,-0.199083129073182,0.186812714076624,0.0289225157722829,0.522537750693982,0.961050164409951,-0.750419948102049,0.947402090024021,0.167173746305007,-0.806878919823171,-1.330558568,-0.268496583429041,0.632558683192983,-0.109036496727018,0.790193386264602,-0.794654488527911,-0.58402618989011,-1.170898687,1.276213721,0.815009241431174,0.295536912960057,-0.947184376659244,-0.220225332037472,0.686151922298206,1.29809539,1.755496255,-1.087483114,2.107603907,-1.045456106,-0.573705912156194,-0.787655367023538,0.0,-0.394437227281211,-0.380110609605142,-0.563095902104243,-1.649204733,-0.948105687754301,-0.180416297476702,-1.625528848
